,Date,Workout,Result,Prescribed,Work performed,Work time,Formatted Result,workout_name_length,Movements,power
905,2013-04-03,AMRAP 7 mins: Overhead Squats and Kettlebell Swing (American)s,2.167,True,11652,420000.0,2 rounds + Overhead Squat,62,"kettlebell swing, kettlebell swing (american), overhead squat, squat",27.7428571429
906,2013-04-02,"Chipper: Shoulder Press, Overhead Squats, Push Press and 3 more",765000.0,False,31913,765000.0,12 mins 45 secs,63,"overhead squat, press, push press, shoulder press, squat",41.7163398693
907,2013-03-30,CrossFit Games Open 13.4,68.0,True,33603,420000.0,68 reps,24,,80.0071428571
910,2013-03-28,Run 2.5 mi TT,1430000.0,False,65774,1430000.0,23 mins 50 secs,13,run,45.9958041958
911,2013-03-27,"AMRAP 35 mins: 400 m, Kettlebell Swings, 400 m and 16 more",0.903,True,107476,2100000.0,0 rounds + 400 m + 50 Kettlebell Swings + 400 m + 21 Deadlifts + 21 Push-ups + 15 Deadlifts + 15 Push-ups + 9 Deadlifts + 9 Push-ups + 400 m + 21 Box Jumps + 21 Toes To Bars + 15 Box Jumps + 15 Toes To Bars + 9 Box Jumps + 9 Toes To Bars + 400 m + 8 Kettl,58,kettlebell swing,51.179047619
914,2013-03-25,"AMRAP 15 mins: Thrusters, Toes To Bars, Overhead Squats and Chest-to-bar Pull-ups",1.975,True,29448,900000.0,1 round + 15 Thrusters + 10 Toes To Bars + 15 Overhead Squats + 9 Chest-to-bar Pull-ups,81,"chest-to-bar pull-up, pull-up, overhead squat, thruster, squat",32.72
915,2013-03-23,"FT: Kettlebell Swings, Toes To Bars and 400 m",484000.0,False,16241,484000.0,8 mins 4 secs,45,kettlebell swing,33.555785124
919,2013-03-21,CrossFit Games Open 12.4 / 13.3,245.0,False,9135,720000.0,245 reps,31,,12.6875
920,2013-03-19,AMReps 5 mins: Back Squat,14.0,False,6963,300000.0,14 reps,25,"back squat, squat",23.21
921,2013-03-19,AMReps 3 mins: Back Squat,13.0,False,6045,180000.0,13 reps,25,"back squat, squat",33.5833333333
922,2013-03-19,AMReps 1 min: Back Squat,11.0,False,4760,60000.0,11 reps,24,"back squat, squat",79.3333333333
923,2013-03-19,AMRAP 7 mins: Wall Balls and Hang Power Cleans,2.813,True,25562,420000.0,2 rounds + 20 Wall Balls + 5 Hang Power Cleans,46,"clean, hang power clean, power clean, wall ball",60.8619047619
925,2013-03-14,CrossFit Games Open 13.2,8.433,True,59574,600000.0,8 rounds + 5 Shoulder-to-Overheads + 3 Deadlifts,24,,99.29
926,2013-03-13,"Every 2 mins for 20 mins: Bear Crawls, Double Unders and Ball Slams",10.0,False,57808,1200000.0,10.0 rounds,67,"bear crawl, double under, ball slam",48.1733333333
928,2013-03-12,AMRAP 25 mins: 1000 m and Jumping Bar Muscle Ups,2.5,False,89912,1500000.0,2 rounds + 1000 m,48,,59.9413333333
930,2013-03-11,AMRAP 6 mins: Wall Balls and Toes To Bars,1.0,True,14074,360000.0,1 round,41,wall ball,39.0944444444
931,2013-03-10,Run 2.5 mi TT,1500000.0,False,59778,1500000.0,25 mins,13,run,39.852
932,2013-03-09,CrossFit Games Open 13.1,151.0,True,82054,1020000.0,151 reps,24,,80.4450980392
933,2013-03-07,CrossFit Games Open 13.1,150.0,True,83148,1020000.0,150 reps,24,,81.5176470588
934,2013-03-06,"""Tabata"" - Ice Skaters, Push-up (medicine ball)s, Medicine Ball Over Bars and 2 more : 10 x 20 secs / 10 secs",472.0,False,19290,1500000.0,472 reps | 146 + 43 + 43 + 17 + 223,109,"ice skater, push-up, push-up (medicine ball), medicine ball over bar",12.86
935,2013-03-05,"Fran:Thruster 95 lbs Pull-ups 21-15-9 reps, for time.",293000.0,False,24327,293000.0,4 mins 53 secs,4,"pull-up, thruster",83.0273037543
938,2013-03-02,"20-15-10-5: Medicine Ball Cleans, Lateral Burpee (Over Barbell)s and Weighted Lunges",705000.0,False,30248,705000.0,11 mins 45 secs,84,"burpee, lateral burpee (over barbell), lunge, clean, medicine ball clean, weighted lunge",42.904964539
940,2013-03-01,"AMRAP 10 mins: Squat Cleans, Front Squats, Pull-ups and Jumping Bar Muscle Ups",4.0,False,22038,600000.0,4 rounds,78,"pull-up, clean, front squat, squat clean, squat",36.73
942,2013-02-28,"AMRAP 9 mins: Wall Balls, Kettlebell Swings and Push-up (hand release)s",0.854,True,39899,540000.0,0 rounds + 40 Wall Balls + 60 Kettlebell Swings + 45 Push-up (hand release)s,71,"push-up, kettlebell swing, wall ball",73.887037037
943,2013-02-27,21-15-9: Wall Ball (2 For 1)s and Burpee Box Jumps,593000.0,True,56508,593000.0,9 mins 53 secs,50,"box jump, burpee, burpee box jump, wall ball, wall ball (2 for 1)",95.2917369309
945,2013-02-26,AMReps 7 mins: Snatches and Pull Up (Strict)s,25.0,False,13180,420000.0,25 reps,45,snatch,31.380952381
948,2013-02-22,FT: 3x Squat Cleans and Pull-ups; Sit outs,943000.0,True,40259,943000.0,15 mins 43 secs,42,"pull-up, clean, squat clean, squat",42.6924708378
950,2013-02-21,Every 1:30 for 9 mins: Double Unders (Unbroken)s and Kettlebell Swings,6.0,True,37358,540000.0,6.0 rounds,70,"double under, double unders (unbroken), kettlebell swing",69.1814814815
952,2013-02-19,Every 1 min for 18 mins: Snatch,30872.0,True,30872,1080000.0,Completed,31,snatch,28.5851851852
954,2013-02-18,"DT:Five rounds of: 155 pound Deadlift, 12 reps 155 pound Hang power clean, 9 reps 155 pound Push jerk, 6 reps For time",869000.0,True,43395,869000.0,14 mins 29 secs,2,"clean, deadlift, hang power clean, jerk, power clean, push jerk",49.9367088608
955,2013-02-17,Run 5 mi TT,3545000.0,True,85621,3545000.0,59 mins 5 secs,11,run,24.1526093089
957,2013-02-15,"AMRAP 5 mins: Front Squats, Toes To Bars and Row (calories)s",2.667,True,5925,300000.0,2 rounds + 5 Front Squats + 6 Toes To Bars,60,"row, front squat, squat",19.75
960,2013-02-13,"Run 1,2, or 3 miles",1710000.0,False,79483,1710000.0,28 mins 30 secs,19,run,46.4812865497
962,2013-02-12,4x AMRAP 3 mins: Squat Snatches and Toes To Bars,5.2,False,24362,720000.0,5.2 rounds,48,"snatch, squat snatch, squat",33.8361111111
963,2013-02-11,Jackie:1000 meter row Thruster 45 lbs (50 reps) Pull-ups (30 reps) For time.,736000.0,True,65430,736000.0,12 mins 16 secs,6,"row, pull-up, thruster",88.8994565217
965,2013-02-07,"6 RFT: Kettlebell Snatches, Kettlebell Sumo Deadlift High-pulls, Kettlebell Swings and Rows",2081000.0,False,160563,2081000.0,34 mins 41 secs,91,"row, deadlift, kettlebell snatch, kettlebell sumo deadlift high-pull, kettlebell swing, snatch, sumo deadlift high-pull",77.1566554541
966,2013-02-06,"Chipper: Handstand Push Ups, Pull-ups, Kettlebell Swings and 2 more",1245000.0,False,74937,1245000.0,20 mins 45 secs,67,"pull-up, kettlebell swing",60.1903614458
967,2013-02-05,CrossFit Games Open 11.1 / 14.1,5.767,True,53511,600000.0,5 rounds + 30 Double Unders + 8 Power Snatches,31,,89.185
969,2013-02-02,Run 4 mi TT,2539000.0,True,85459,2539000.0,42 mins 19 secs,11,run,33.6585269791
971,2013-02-01,"Kelly:Run 400 meters 30 box jump, 24 inch box 30 Wallball shots, 20 pound ball Five rounds for time.",935000.0,False,57883,935000.0,15 mins 35 secs,5,"run, box jump",61.9069518717
972,2013-01-30,AMReps 15 mins: Double Unders and Sit outs,372.0,True,16089,900000.0,372 reps,42,double under,17.8766666667
974,2013-01-28,"AMRAP 12 mins: Barbell Curls, Box Jumps and Pull-ups",3.267,True,25550,720000.0,3 rounds + 12 Barbell Curls,52,"box jump, pull-up, barbell curl",35.4861111111
979,2013-01-21,"Snatches, Lateral Burpee (Over Barbell)s",680.388555,True,13323,600000.0,"1500 lbs | 75 lbs, 75 lbs, 75 lbs, 75 lbs, 75 lbs, 75 lbs, 75 lbs, 75 lbs, 75 lbs, and 75 lbs",40,"burpee, lateral burpee (over barbell), snatch",22.205
980,2013-01-18,Fight Gone Bad,254.0,True,52220,900000.0,"254 reps | 94, 81, and 79 reps",14,,58.0222222222
984,2013-01-14,"AMRAP 7 mins: Muscle Ups, Knees To Feets and Wall Balls",2.0,False,8086,420000.0,2 rounds,55,"knees to feet, wall ball",19.2523809524
986,2013-01-12,"3 RFT: Double Unders, Kettlebell Swings and Pull-ups",688000.0,True,51486,688000.0,11 mins 28 secs,52,"double under, pull-up, kettlebell swing",74.8343023256
987,2013-01-12,Grace:Clean and Jerk 135 lbs 30 reps for time.,256000.0,True,24818,256000.0,4 mins 16 secs,5,"clean, jerk",96.9453125
988,2013-01-12,Karena,57.0,True,26329,300000.0,57 reps,6,Karena,87.7633333333
989,2013-01-11,FT: 400 m and Hang Squat Snatches,1088000.0,True,64008,1088000.0,18 mins 8 secs,33,"hang squat snatch, snatch, squat snatch, squat",58.8308823529
993,2013-01-10,Run 2 mi TT,1380000.0,False,48130,1380000.0,23 mins,11,run,34.8768115942
995,2013-01-08,AMRAP 10 mins: Pull-ups and Double Unders,4.5,True,24634,600000.0,4 rounds + 10 Pull-ups,41,"double under, pull-up",41.0566666667
998,2013-01-07,"""Tabata"" - Overhead Walking Lunge With Plates, Jump Rope (Heavy Rope - Light Green)s and Burpees : 8 x 20 secs / 10 secs",477.0,True,45451,720000.0,477 reps | 86 + 341 + 50,120,"jump rope (heavy rope - light green), burpee, lunge, overhead walk, overhead walking lunge with plate, walking lunge, overhead walking lunge",63.1263888889
999,2013-01-04,"Karen:150 Wallball shots, 20 lbs ball For time",709000.0,True,43976,709000.0,11 mins 49 secs,5,,62.0253878702
1000,2012-12-31,"FT: Bumper Plate Burpees, AbMat Sit-ups and Squat Clean & Jerks",838000.0,True,26300,838000.0,13 mins 58 secs,63,"abmat sit-up, bumper plate burpee, burpee, sit-up, clean, clean & jerk, jerk, squat clean, squat clean & jerk, squat",31.38424821
1002,2012-12-27,"2 RFT: 800 m, Pull-ups, Front Squats and 2 more",1188000.0,False,59511,1188000.0,19 mins 48 secs,47,"pull-up, front squat, squat",50.0934343434
1003,2012-12-26,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,500000.0,False,39165,500000.0,8 mins 20 secs,5,"sit-up, double-under",78.33
1006,2012-12-22,12 Days of Christmas - CFTC Style,3844000.0,False,137307,3844000.0,64 mins 4 secs,33,,35.7198231009
1020,2012-12-10,Every 1:30 for 9 mins: Squat Snatch,4331.0,True,4331,540000.0,Completed,35,"snatch, squat snatch, squat",8.02037037037
1023,2012-12-08,God Bless Texas (3-2-1863),9.631,False,165276,1800000.0,9.631 rounds,26,,91.82
1024,2012-12-07,CrossFit Games Open 12.2,65.0,True,40340,600000.0,65 reps,24,,67.2333333333
1025,2012-12-06,"50-35-20: Wall Balls, Pull-ups and Double Unders",1355000.0,True,38868,1355000.0,22 mins 35 secs,48,"double under, pull-up, wall ball",28.6848708487
1028,2012-12-05,7 RFT: Kettlebell Swings and Box Jumps,631000.0,True,50736,631000.0,10 mins 31 secs,38,"box jump, kettlebell swing",80.4057052298
1029,2012-12-04,"3 RFT: Rows, Burpees and 400 m",1185000.0,True,127242,1185000.0,19 mins 45 secs,30,"row, burpee",107.37721519
1032,2012-12-01,"FT: Power Snatches, Overhead Squats and Overhead Lunges",179000.0,True,9643,179000.0,2 mins 59 secs,55,"lunge, overhead lunge, overhead squat, power snatch, snatch, squat",53.8715083799
1033,2012-11-28,"Runs, Walking Lunges, Lateral Barrier Jumps",1835000.0,True,92644,1835000.0,30 mins 35 secs,43,"run, lateral barrier jump, lunge, walking lunge",50.4871934605
1034,2012-11-27,"Power Cleans, Split Jerks",156.48936765,True,1075,480000.0,345 lbs | 115 lbs (1) and 115 lbs (2),25,"clean, jerk, power clean, split jerk",2.23958333333
1036,2012-11-25,"Eva:Run 800 meters 2 pood kettlebell swing, 30 reps 30 pullups 5 rounds for time.",3513000.0,True,206803,3513000.0,58 mins 33 secs,3,"run, kettlebell swing",58.8679191574
1037,2012-11-24,Power Cleans (7),94.0,True,53535,600000.0,94 reps,16,"clean, power clean",89.225
1040,2012-11-22,"Wall Balls, Medicine Ball Cleans, AbMat Sit-ups, Pull Ups, Toes To Bars, etc.",2754000.0,False,97834,2754000.0,45 mins 54 secs,77,"abmat sit-up, sit-up, clean, medicine ball clean, wall ball",35.5243282498
1041,2012-11-21,"Kettlebell Swing (American)s, Double Unders",404000.0,True,39182,404000.0,6 mins 44 secs,43,"double under, kettlebell swing, kettlebell swing (american)",96.9851485149
1043,2012-11-20,Nasty Girls,503000.0,False,48409,503000.0,8 mins 23 secs,11,,96.24055666
1046,2012-11-15,"Double Unders, Kettlebell Swings, Toes-to-Bars",499000.0,True,30102,499000.0,8 mins 19 secs,46,"double under, toes-to-bar, kettlebell swing",60.3246492986
1048,2012-11-13,CFS Games Day - WOD#1,591000.0,False,47467,591000.0,9 mins 51 secs,21,,80.3164128596
1050,2012-11-12,"Randy:75 pound power snatch, 75 reps For time",599000.0,True,41941,599000.0,9 mins 59 secs,5,"power snatch, snatch",70.0183639399
1052,2012-11-11,Mary:5 Handstand push-ups 10 one-legged squats 15 Pull-ups As many rounds as possible in 20 minutes.,6.6,False,44826,1200000.0,6.6 rounds,4,"handstand push-up, pull-up, push-up, squat",37.355
1054,2012-11-09,"Runs, GHD Sit-ups, Back Extensions",1000000.0,True,91800,1000000.0,16 mins 40 secs,34,"run, back extension, ghd sit-up, sit-up",91.8
1056,2012-11-08,"10 RFT: Pull-ups, Push-ups and Air Squats",779000.0,True,74399,779000.0,12 mins 59 secs | 10.0 rounds,41,"air squat, pull-up, push-up, squat",95.5057766367
1058,2012-11-06,FT: Double Unders (Unbroken)s,572000.0,True,42500,572000.0,9 mins 32 secs,29,"double under, double unders (unbroken)",74.3006993007
1061,2012-11-05,Row 5 km TT,1340000.0,True,143766,1340000.0,22 mins 20 secs,11,row,107.288059701
1062,2012-11-04,Angie:100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats For Time,1865000.0,True,94774,1865000.0,31 mins 5 secs,5,"pull-up, push-up, sit-up, squat",50.8171581769
1063,2012-11-03,Run 5 km TT,2400000.0,True,44817,2400000.0,40 mins,11,run,18.67375
1064,2012-11-02,Isabel:Snatch 135 lbs 30 reps for time.,520000.0,True,22992,520000.0,8 mins 40 secs,6,snatch,44.2153846154
1065,2012-11-02,Grace:Clean and Jerk 135 lbs 30 reps for time.,206000.0,True,24582,206000.0,3 mins 26 secs,5,"clean, jerk",119.330097087
1069,2012-10-30,Nate:2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings As many rounds as possible in 20 minutes,7.417,False,34937,1200000.0,7.417 rounds,4,"handstand push-up, muscle-up, push-up, kettlebell swing",29.1141666667
1073,2012-10-28,"Linda:(aka ""3 bars of death"") Deadlift 1 1/2 Bodyweight Bench Bodyweight Clean 3/4 Bodyweight 10/9/8/7/6/5/4/3/2/1 rep rounds for time.",1739000.0,False,68536,1739000.0,28 mins 59 secs,5,"clean, deadlift",39.4111558367
1074,2012-10-27,Grace:Clean and Jerk 135 lbs 30 reps for time.,192000.0,True,24582,192000.0,3 mins 12 secs,5,"clean, jerk",128.03125
1075,2012-10-26,Russian Dave,2398000.0,False,122524,2398000.0,39 mins 58 secs,12,,51.0942452043
1077,2012-10-25,"Power Cleans, Pull-up (chest-to-bar)s",541000.0,False,13503,541000.0,9 mins 1 sec,37,"pull-up, clean, power clean",24.9593345656
1081,2012-10-22,"Hang Power Cleans, Ring Dips, Sit-up (abmat)s",6.698,False,61373,1200000.0,6.698 rounds,45,"dip, ring dip, sit-up, clean, hang power clean, power clean",51.1441666667
1083,2012-10-21,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1009000.0,True,83149,1009000.0,16 mins 49 secs,5,"run, overhead squat, squat",82.4073339941
1085,2012-10-20,CFIC Hallo-WOD,1235000.0,False,53555,1235000.0,20 mins 35 secs,14,,43.3643724696
1086,2012-10-19,Amazing Grace,40.0,True,32776,300000.0,40 reps,13,,109.253333333
1087,2012-10-19,Grace:Clean and Jerk 135 lbs 30 reps for time.,213000.0,True,24582,213000.0,3 mins 33 secs,5,"clean, jerk",115.408450704
1088,2012-10-18,Row 1 km TT,226100.0,True,40398,226100.0,3 mins 46.1 secs,11,row,178.673153472
1092,2012-10-17,"Sumo Deadlift High-pulls, Box Jumps",197000.0,True,23575,197000.0,3 mins 17 secs,35,"box jump, deadlift, sumo deadlift high-pull",119.670050761
1094,2012-10-16,"Run (Weighted)s, Double Unders, Rope Climbs",1140000.0,True,17000,1140000.0,19 mins,43,"double under, run, run (weighted), rope climb",14.9122807018
1098,2012-10-14,Fight For Mike,1803000.0,True,197245,1803000.0,30 mins 3 secs,14,,109.39822518
1099,2012-10-12,"Squat Cleans, Burpees",850.48569375,True,50016,900000.0,"1875 lbs | 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, and 125 lbs",21,"burpee, clean, squat clean, squat",55.5733333333
1100,2012-10-10,Strongman Kalsu,538000.0,False,12108,538000.0,8 mins 58 secs,15,,22.5055762082
1101,2012-10-10,5 RFT: Thrusters and Double Unders,671000.0,False,49913,671000.0,11 mins 11 secs,34,"double under, thruster",74.3859910581
1102,2012-10-09,Helen:400 meter run 1.5 pood Kettlebell swing x 21 Pull-ups 12 reps 3 rounds for time.,865000.0,True,65057,865000.0,14 mins 25 secs,5,"run, pull-up, kettlebell swing",75.2104046243
1105,2012-10-06,Partner WOD FGB style,627.0,True,3326,1440000.0,627 reps,21,,2.30972222222
1106,2012-10-04,5 RFT: Deadlifts and Toes To Bars,945000.0,True,32839,945000.0,15 mins 45 secs,33,deadlift,34.7502645503
1108,2012-10-02,CFIC Chipper,929000.0,True,102677,929000.0,15 mins 29 secs,12,,110.524219591
1110,2012-09-29,"Box Jump (20 In.)s, Pull-ups, Walking Lunges, Kettlebell Swings, Sit-up (abmat)s, etc.",1738000.0,True,82269,1738000.0,28 mins 58 secs,86,"box jump, box jump (20 in.), lunge, pull-up, sit-up, walking lunge, kettlebell swing",47.335443038
1111,2012-09-28,"Toes-to-Bars, Burpees, Double Unders, Runs, Rests",1456000.0,True,84051,1456000.0,24 mins 16 secs,49,"double under, run, burpee, toes-to-bar",57.7273351648
1112,2012-09-25,"Lorne's Birthday WOD ""9/25/84""",1218000.0,False,51314,1218000.0,20 mins 18 secs,30,,42.1297208539
1113,2012-09-23,"Adrian:Seven rounds for time of: 3 Forward rolls 5 Wall climbs 7 Toes to bar 9 Box jumps, 30"" box",1968000.0,True,29886,1968000.0,32 mins 48 secs,6,"box jump, forward roll, wall climb",15.1859756098
1115,2012-09-22,"Partner Carries, Wall Balls, Pull-ups, Runs",555000.0,True,29359,555000.0,9 mins 15 secs,43,"run, pull-up, wall ball",52.8990990991
1116,2012-09-22,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,385000.0,True,37822,385000.0,6 mins 25 secs,5,"sit-up, double-under",98.238961039
1117,2012-09-21,"Kettlebell Swings, Push-up (hand release)s",480000.0,True,45194,480000.0,8 mins,42,"push-up, kettlebell swing",94.1541666667
1119,2012-09-20,"10 Min AMRAP: Wall Balls, Double Unders",7.95,True,44023,600000.0,7.95 rounds,39,"double under, wall ball",73.3716666667
1121,2012-09-19,15-12-9: Thrusters and Chest-to-bar Pull-ups,198000.0,False,20617,198000.0,3 mins 18 secs,44,"chest-to-bar pull-up, pull-up, thruster",104.126262626
1123,2012-09-18,"Runs, Burpees",5.929,True,38545,420000.0,5.929 rounds,13,"run, burpee",91.7738095238
1125,2012-09-17,"Deadlifts, Squat Cleans, Front Squats, Push Jerks",8.333,False,37653,720000.0,8.333 rounds,49,"clean, deadlift, front squat, jerk, push jerk, squat clean, squat",52.2958333333
1128,2012-09-13,"Tabata - Kettlebell Swings, Rests, Sit-up (abmat)s, Double Unders, Push-ups",496.0,True,53408,480000.0,496 reps,75,"double under, push-up, sit-up, kettlebell swing",111.266666667
1130,2012-09-12,"Snatch Grip Push Presses, Overhead Squats, Kettlebell Swing (American)s",217000.0,True,22053,217000.0,"3 mins 37 secs | (1 min 7 secs), (53 secs), (49 secs), and (48 secs)",71,"kettlebell swing, kettlebell swing (american), overhead squat, press, push press, snatch, snatch grip push press, squat",101.626728111
1131,2012-09-11,Tyler:Five rounds of: 7 Muscle-ups 21 reps 95 pound Sumo-deadlift high-pull For time,1491000.0,False,95585,1491000.0,24 mins 51 secs,5,"muscle-up, deadlift",64.1079812207
1135,2012-09-10,"Runs, Sit-up (abmat)s, Lunges, Push-up (rings)s, Squat Jumps, etc.",994000.0,False,55062,994000.0,16 mins 34 secs,66,"run, lunge, push-up, sit-up, squat jump, squat",55.3943661972
1141,2012-09-07,"Wall Balls, Kettlebell Swing (American)s",210.0,True,53238,720000.0,"210 reps | 15/20, 15/20, 15/20, 15/20, 15/20, and 15/20",40,"kettlebell swing, kettlebell swing (american), wall ball",73.9416666667
1147,2012-09-06,"Runs, Handstand Push-ups, Double Unders",850000.0,False,48640,850000.0,14 mins 10 secs,39,"double under, run, handstand push-up, push-up",57.2235294118
1153,2012-09-05,"Thruster (Kettlebell)s, Pull-ups",527000.0,True,13649,527000.0,8 mins 47 secs,32,"pull-up, thruster",25.89943074
1163,2012-09-03,"""Team America"" Outlaw July 4th 2012",1115000.0,True,69154,1115000.0,18 mins 35 secs,35,,62.0215246637
1164,2012-09-01,"Box Jump (24 in.)s, Overhead Walking Lunges, Runs, Rope Climbs",1065000.0,True,82040,1065000.0,17 mins 45 secs,62,"run, box jump, box jump (24 in.), lunge, overhead walk, rope climb, walking lunge, overhead walking lunge",77.0328638498
1165,2012-08-30,Pyramid Double Helen,1670000.0,True,121731,1670000.0,27 mins 50 secs,20,,72.8928143713
1167,2012-08-29,"Ring Dips, Pull-ups, Kettlebell Swing (American)s",5.0,False,38450,600000.0,5.0 rounds,49,"dip, pull-up, ring dip, kettlebell swing, kettlebell swing (american)",64.0833333333
1169,2012-08-29,Double Unders : 500 Reps for Time,561000.0,True,42250,561000.0,9 mins 21 secs,33,double under,75.311942959
1171,2012-08-28,"Power Cleans, Thrusters, Burpees",5.0,True,52868,720000.0,5.0 rounds,32,"burpee, clean, power clean, thruster",73.4277777778
1172,2012-08-22,Team Barbbell Complex 10!,1140000.0,False,47147,1140000.0,19 mins,25,,41.3570175439
1173,2012-08-21,"Box Jump (24 in.)s, Walking Lunges, Kettlebell Swing (American)s, Push-up (hand release)s",618000.0,True,71130,618000.0,"10 mins 18 secs | (2 mins 54 secs), (3 mins 45 secs), and (3 mins 39 secs)",89,"box jump, box jump (24 in.), lunge, push-up, walking lunge, kettlebell swing, kettlebell swing (american)",115.097087379
1175,2012-08-20,Filthy Fifty,1900000.0,True,110960,1900000.0,31 mins 40 secs,12,,58.4
1178,2012-08-16,"Handstand Push-ups, Power Snatches, Burpees",575000.0,False,30851,575000.0,9 mins 35 secs,43,"burpee, handstand push-up, push-up, power snatch, snatch",53.6539130435
1180,2012-08-15,"Pull-ups, Kettlebell Swing (Russian)s, Sit-up (abmat)s, Double Unders",854000.0,True,71020,854000.0,14 mins 14 secs,69,"double under, pull-up, sit-up, kettlebell swing",83.1615925059
1183,2012-08-14,"Toes-to-Bars, Push-up (hand release)s",2.3,True,9643,120000.0,2.3 rounds,37,"push-up, toes-to-bar",80.3583333333
1184,2012-08-11,Grace:Clean and Jerk 135 lbs 30 reps for time.,234000.0,True,24393,234000.0,3 mins 54 secs,5,"clean, jerk",104.243589744
1185,2012-08-11,2012 CFA Summer Showdown WOD #1,54.0,True,24963,240000.0,54 reps,31,,104.0125
1186,2012-08-11,2012 CFA Summer Showdown WOD #2,478000.0,True,28692,478000.0,7 mins 58 secs,31,,60.0251046025
1187,2012-08-11,2012 CFA Summer Showdown WOD #3,4.325,True,46207,480000.0,4.325 rounds,31,,96.2645833333
1189,2012-08-09,"Double Unders, Burpees",328000.0,True,41231,328000.0,5 mins 28 secs,22,"double under, burpee",125.704268293
1191,2012-08-08,"Overhead Walking Lunge With Plates, Toes-to-Bars",728000.0,True,27929,728000.0,12 mins 8 secs,48,"lunge, overhead walk, overhead walking lunge with plate, toes-to-bar, walking lunge, overhead walking lunge",38.364010989
1193,2012-08-07,"Pull-up (strict)s, Burpees, Box Jump (20 in.)s, Runs",1152000.0,True,71366,1152000.0,19 mins 12 secs,52,"run, box jump, box jump (20 in.), burpee, pull-up",61.9496527778
1194,2012-08-06,"Push Presses, Hang Power Cleans, Box Jump (24 in.)s",417000.0,True,34319,417000.0,6 mins 57 secs,51,"box jump, box jump (24 in.), clean, hang power clean, power clean, press, push press",82.2997601918
1198,2012-08-02,"Medicine Ball Cleans, Push-ups",420000.0,True,45140,420000.0,"7 mins | 136 reps | (1 min), (1 min), (1 min), (1 min), (1 min), (1 min), and (1 min) | 12/11, 12/7, 12/5, 12/6, 12/6, 12/8, and 12/9",30,"push-up, clean, medicine ball clean",107.476190476
1199,2012-08-02,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,363000.0,True,37151,363000.0,6 mins 3 secs,5,"sit-up, double-under",102.344352617
1207,2012-07-26,Run 2 mi TT,1140000.0,True,52989,1140000.0,19 mins,11,run,46.4815789474
1208,2012-07-25,"Abbate:Run 1 mile 155 pound Clean and jerk, 21 reps Run 800 meters 155 pound Clean and jerk, 21 reps Run 1 Mile For time",1999000.0,False,94118,1999000.0,33 mins 19 secs,6,"run, clean, jerk",47.0825412706
1276,2012-06-18,Run 1 mi TT,615000.0,True,22365,615000.0,10 mins 15 secs,11,run,36.3658536585
1373,2012-03-15,CrossFit Games Open 12.4 / 13.3,240.0,True,50427,720000.0,240 reps,31,,70.0375
1502,2011-10-10,5 RFT: Double Unders and 200 m,477000.0,True,15050,477000.0,7 mins 57 secs,30,double under,31.5513626834
1663,2011-06-13,"Chipper: Rows, Air Squats, Sit-up (standard)s and 2 more",459000.0,False,43340,459000.0,7 mins 39 secs,56,"row, air squat, sit-up, sit-up (standard), squat",94.4226579521
1733,2011-04-07,CrossFit Games Open 11.3,32.0,False,12712,300000.0,16.0 rounds | 32 reps,24,,42.3733333333
1761,2011-03-14,"Wittman:Seven rounds of:  1.5 pood Kettlebell swing, 15 reps 95 pound Power clean, 15 reps 15 Box jumps, 24"" box For time",1241000.0,False,98285,1241000.0,20 mins 41 secs,7,"box jump, clean, kettlebell swing, power clean",79.1982272361
